state,date,home_value,year,month,year_month,civilian_population,labor_force_total,labor_force_participation_rate,employment_total,employment_population_ratio,unemployment_total,unemployment_rate,mortgage_rate,income_2023,income_2024,median_household_income_lagged
Iowa,2025-11-30,227375.8830959324,2025,11,2025-11,2567607.0,1743419.0,67.9,1683618.0,65.6,59801.0,3.4,6.2375,73532,75501,75501
Nevada,2025-11-30,447458.26270495966,2025,11,2025-11,2660843.0,1687305.0,63.4,1598954.0,60.1,88351.0,5.2,6.2375,78608,81134,81134
Arkansas,2025-11-30,217503.7792943986,2025,11,2025-11,2454535.0,1448832.0,59.0,1386483.0,56.5,62349.0,4.3,6.2375,60425,62106,62106
Mississippi,2025-11-30,188303.8093812264,2025,11,2025-11,2325673.0,1296031.0,55.7,1248699.0,53.7,47332.0,3.7,6.2375,55796,59127,59127
Kansas,2025-11-30,241014.8864212451,2025,11,2025-11,2323905.0,1581114.0,68.0,1521104.0,65.5,60010.0,3.8,6.2375,72400,75514,75514
New Mexico,2025-11-30,313376.0794481951,2025,11,2025-11,1710361.0,985100.0,57.6,942478.0,55.1,42622.0,4.3,6.2375,64097,67816,67816
Nebraska,2025-11-30,272404.5825044892,2025,11,2025-11,1573626.0,1104807.0,70.2,1071633.0,68.1,33174.0,3.0,6.2375,76781,76376,76376
Idaho,2025-11-30,468453.521594232,2025,11,2025-11,1602504.0,1010002.0,63.0,973272.0,60.7,36730.0,3.6,6.2375,77144,81166,81166
West Virginia,2025-11-30,172004.86605366992,2025,11,2025-11,1435222.0,783871.0,54.6,747510.0,52.1,36361.0,4.6,6.2375,57591,60798,60798
Hawaii,2025-11-30,829057.3408259334,2025,11,2025-11,1134384.0,688042.0,60.7,673012.0,59.3,15030.0,2.2,6.2375,98123,100745,100745
New Hampshire,2025-11-30,502545.02602253616,2025,11,2025-11,1188775.0,776708.0,65.3,751856.0,63.2,24852.0,3.2,6.2375,99683,99782,99782
Maine,2025-11-30,402788.1966476094,2025,11,2025-11,1187007.0,710100.0,59.8,686585.0,57.8,23515.0,3.3,6.2375,75899,76442,76442
Rhode Island,2025-11-30,493133.07683352986,2025,11,2025-11,927751.0,591783.0,63.8,565566.0,61.0,26217.0,4.4,6.2375,87469,83504,83504
Montana,2025-11-30,461364.1936196235,2025,11,2025-11,929191.0,579266.0,62.3,558628.0,60.1,20638.0,3.6,6.2375,72885,75340,75340
Delaware,2025-11-30,400427.43397821806,2025,11,2025-11,865939.0,517116.0,59.7,489510.0,56.5,27606.0,5.3,6.2375,83751,87534,87534
South Dakota,2025-11-30,311508.3563715329,2025,11,2025-11,724945.0,494081.0,68.2,483347.0,66.7,10734.0,2.2,6.2375,73920,76881,76881
North Dakota,2025-11-30,276868.0358511841,2025,11,2025-11,620566.0,433994.0,69.9,422797.0,68.1,11197.0,2.6,6.2375,78773,77871,77871
Alaska,2025-11-30,380290.7558850857,2025,11,2025-11,557887.0,367709.0,65.9,350172.0,62.8,17537.0,4.8,6.2375,89176,95665,95665
District of Columbia,2025-11-30,584494.7319565917,2025,11,2025-11,572337.0,408918.0,71.4,381318.0,66.6,27600.0,6.7,6.2375,111389,109707,109707
Vermont,2025-11-30,388913.05307014514,2025,11,2025-11,544577.0,346688.0,63.7,337469.0,62.0,9219.0,2.7,6.2375,83597,82730,82730
Wyoming,2025-11-30,360803.6461545325,2025,11,2025-11,470620.0,288447.0,61.3,278437.0,59.2,10010.0,3.5,6.2375,74542,75532,75532
California,2025-12-31,773638.8922231435,2025,12,2025-12,31771406.0,19878043.0,62.6,18784867.0,59.1,1093176.0,5.5,6.1899999999999995,98328,100149,100149
Texas,2025-12-31,301242.23549445806,2025,12,2025-12,24646915.0,15958627.0,64.7,15274494.0,62.0,684133.0,4.3,6.1899999999999995,78006,79721,79721
Florida,2025-12-31,375386.6482832232,2025,12,2025-12,19297549.0,11117284.0,57.6,10637960.0,55.1,479324.0,4.3,6.1899999999999995,75465,77735,77735
New York,2025-12-31,500672.4902415948,2025,12,2025-12,16375922.0,10080281.0,61.6,9615453.0,58.7,464828.0,4.6,6.1899999999999995,84507,85820,85820
Pennsylvania,2025-12-31,280751.1731760173,2025,12,2025-12,10636455.0,6570655.0,61.8,6283971.0,59.1,286684.0,4.4,6.1899999999999995,75993,77545,77545
Illinois,2025-12-31,281404.39163173834,2025,12,2025-12,10268637.0,6559867.0,63.9,6251904.0,60.9,307963.0,4.7,6.1899999999999995,82666,83211,83211
Ohio,2025-12-31,239320.27710933177,2025,12,2025-12,9536985.0,5937500.0,62.3,5679068.0,59.5,258432.0,4.4,6.1899999999999995,69761,72212,72212
Georgia,2025-12-31,332147.03257995954,2025,12,2025-12,8951186.0,5441402.0,60.8,5251051.0,58.7,190351.0,3.5,6.1899999999999995,76825,79991,79991
North Carolina,2025-12-31,335365.7313415946,2025,12,2025-12,8971420.0,5316660.0,59.3,5113275.0,57.0,203385.0,3.8,6.1899999999999995,72884,73958,73958
Michigan,2025-12-31,256107.43906913648,2025,12,2025-12,8234238.0,4999837.0,60.7,4750979.0,57.7,248858.0,5.0,6.1899999999999995,71216,72389,72389
New Jersey,2025-12-31,562514.9428527103,2025,12,2025-12,7726400.0,4919038.0,63.7,4655408.0,60.3,263630.0,5.4,6.1899999999999995,102713,104294,104294
Virginia,2025-12-31,410501.7142468461,2025,12,2025-12,7074052.0,4519825.0,63.9,4358884.0,61.6,160941.0,3.6,6.1899999999999995,92573,92090,92090
Washington,2025-12-31,600650.9928603884,2025,12,2025-12,6487529.0,4062730.0,62.6,3864562.0,59.6,198168.0,4.9,6.1899999999999995,97384,99389,99389
Arizona,2025-12-31,422600.5807038269,2025,12,2025-12,6148852.0,3814917.0,62.0,3647598.0,59.3,167319.0,4.4,6.1899999999999995,79587,81486,81486
Massachusetts,2025-12-31,652689.5862460936,2025,12,2025-12,5932673.0,3935586.0,66.3,3751602.0,63.2,183984.0,4.7,6.1899999999999995,102792,104828,104828
Tennessee,2025-12-31,331853.4210943434,2025,12,2025-12,5853759.0,3545878.0,60.6,3419936.0,58.4,125942.0,3.6,6.1899999999999995,69618,71997,71997
Indiana,2025-12-31,251120.3935845849,2025,12,2025-12,5513207.0,3506135.0,63.6,3382571.0,61.4,123564.0,3.5,6.1899999999999995,71519,71959,71959
Maryland,2025-12-31,429097.77597185614,2025,12,2025-12,5015560.0,3221708.0,64.2,3085252.0,61.5,136456.0,4.2,6.1899999999999995,101577,102905,102905
Missouri,2025-12-31,260153.80111996108,2025,12,2025-12,4992870.0,3175358.0,63.6,3052214.0,61.1,123144.0,3.9,6.1899999999999995,70558,71589,71589
Wisconsin,2025-12-31,324116.5806533864,2025,12,2025-12,4853977.0,3116196.0,64.2,3016603.0,62.1,99593.0,3.2,6.1899999999999995,76823,77488,77488
Colorado,2025-12-31,545378.6102547982,2025,12,2025-12,4862396.0,3254073.0,66.9,3128996.0,64.4,125077.0,3.8,6.1899999999999995,95641,97113,97113
Minnesota,2025-12-31,343281.9687413214,2025,12,2025-12,4660425.0,3182266.0,68.3,3048170.0,65.4,134096.0,4.2,6.1899999999999995,87586,87117,87117
South Carolina,2025-12-31,301858.6169956259,2025,12,2025-12,4502739.0,2634542.0,58.5,2508825.0,55.7,125717.0,4.8,6.1899999999999995,69796,72350,72350
Alabama,2025-12-31,234242.43704334745,2025,12,2025-12,4143081.0,2387810.0,57.6,2323034.0,56.1,64776.0,2.7,6.1899999999999995,64040,66659,66659
Louisiana,2025-12-31,208651.0226809904,2025,12,2025-12,3606439.0,2108050.0,58.5,2018485.0,56.0,89565.0,4.2,6.1899999999999995,59940,60986,60986
Kentucky,2025-12-31,230546.9445992137,2025,12,2025-12,3639168.0,2119991.0,58.3,2027408.0,55.7,92583.0,4.4,6.1899999999999995,62914,64526,64526
Oregon,2025-12-31,498885.1000444777,2025,12,2025-12,3526830.0,2221552.0,63.0,2104729.0,59.7,116823.0,5.3,6.1899999999999995,82515,85220,85220
Oklahoma,2025-12-31,218085.14111696565,2025,12,2025-12,3211489.0,2020051.0,62.9,1944648.0,60.6,75403.0,3.7,6.1899999999999995,63963,66148,66148
Connecticut,2025-12-31,430933.4979365361,2025,12,2025-12,3025251.0,1933851.0,63.9,1850464.0,61.2,83387.0,4.3,6.1899999999999995,94358,96049,96049
Utah,2025-12-31,535650.1548893043,2025,12,2025-12,2727219.0,1845208.0,67.7,1777068.0,65.2,68140.0,3.7,6.1899999999999995,96166,96658,96658
Iowa,2025-12-31,228500.9272361916,2025,12,2025-12,2568187.0,1743797.0,67.9,1683893.0,65.6,59904.0,3.4,6.1899999999999995,73532,75501,75501
Nevada,2025-12-31,447472.0118350436,2025,12,2025-12,2662743.0,1687017.0,63.4,1598736.0,60.0,88281.0,5.2,6.1899999999999995,78608,81134,81134
Arkansas,2025-12-31,218632.59331840847,2025,12,2025-12,2455786.0,1448666.0,59.0,1386469.0,56.5,62197.0,4.3,6.1899999999999995,60425,62106,62106
Mississippi,2025-12-31,188922.11812192536,2025,12,2025-12,2326104.0,1295784.0,55.7,1248441.0,53.7,47343.0,3.7,6.1899999999999995,55796,59127,59127
Kansas,2025-12-31,242239.655711591,2025,12,2025-12,2324833.0,1580822.0,68.0,1520817.0,65.4,60005.0,3.8,6.1899999999999995,72400,75514,75514
New Mexico,2025-12-31,314071.71883170906,2025,12,2025-12,1710425.0,985342.0,57.6,942718.0,55.1,42624.0,4.3,6.1899999999999995,64097,67816,67816
Nebraska,2025-12-31,273753.21630637307,2025,12,2025-12,1574475.0,1104681.0,70.2,1071496.0,68.1,33185.0,3.0,6.1899999999999995,76781,76376,76376
Idaho,2025-12-31,470625.712951692,2025,12,2025-12,1604726.0,1009937.0,62.9,973241.0,60.6,36696.0,3.6,6.1899999999999995,77144,81166,81166
West Virginia,2025-12-31,172194.46081599334,2025,12,2025-12,1435234.0,783736.0,54.6,747512.0,52.1,36224.0,4.6,6.1899999999999995,57591,60798,60798
Hawaii,2025-12-31,830554.5077861585,2025,12,2025-12,1134283.0,688037.0,60.7,672906.0,59.3,15131.0,2.2,6.1899999999999995,98123,100745,100745
New Hampshire,2025-12-31,504612.0690684663,2025,12,2025-12,1189336.0,776712.0,65.3,751856.0,63.2,24856.0,3.2,6.1899999999999995,99683,99782,99782
Maine,2025-12-31,403923.1292231623,2025,12,2025-12,1187349.0,710128.0,59.8,686632.0,57.8,23496.0,3.3,6.1899999999999995,75899,76442,76442
Rhode Island,2025-12-31,494865.2996203736,2025,12,2025-12,927954.0,591788.0,63.8,565524.0,60.9,26264.0,4.4,6.1899999999999995,87469,83504,83504
Montana,2025-12-31,462702.8094280598,2025,12,2025-12,929830.0,579238.0,62.3,558664.0,60.1,20574.0,3.6,6.1899999999999995,72885,75340,75340
Delaware,2025-12-31,401204.5215547174,2025,12,2025-12,866643.0,517069.0,59.7,489559.0,56.5,27510.0,5.3,6.1899999999999995,83751,87534,87534
South Dakota,2025-12-31,312967.88275218307,2025,12,2025-12,725526.0,493994.0,68.1,483274.0,66.6,10720.0,2.2,6.1899999999999995,73920,76881,76881
North Dakota,2025-12-31,279211.8416635332,2025,12,2025-12,620905.0,433968.0,69.9,422775.0,68.1,11193.0,2.6,6.1899999999999995,78773,77871,77871
Alaska,2025-12-31,382304.6218766909,2025,12,2025-12,558048.0,367671.0,65.9,350140.0,62.7,17531.0,4.8,6.1899999999999995,89176,95665,95665
District of Columbia,2025-12-31,585879.8599220796,2025,12,2025-12,572373.0,409140.0,71.5,381611.0,66.7,27529.0,6.7,6.1899999999999995,111389,109707,109707
Vermont,2025-12-31,389644.7281194204,2025,12,2025-12,544477.0,346776.0,63.7,337557.0,62.0,9219.0,2.7,6.1899999999999995,83597,82730,82730
Wyoming,2025-12-31,360646.7999000743,2025,12,2025-12,470882.0,288499.0,61.3,278492.0,59.1,10007.0,3.5,6.1899999999999995,74542,75532,75532
California,2026-01-31,774927.3264935805,2026,1,2026-01,31765841.0,19862185.0,62.5,18779837.0,59.1,1082348.0,5.4,6.1025,98328,100149,100149
Texas,2026-01-31,301264.28854544903,2026,1,2026-01,24667350.0,15955241.0,64.7,15267125.0,61.9,688116.0,4.3,6.1025,78006,79721,79721
Florida,2026-01-31,375381.7590573051,2026,1,2026-01,19306220.0,11124027.0,57.6,10624846.0,55.0,499181.0,4.5,6.1025,75465,77735,77735
New York,2026-01-31,502770.061082965,2026,1,2026-01,16374466.0,10104683.0,61.7,9639310.0,58.9,465373.0,4.6,6.1025,84507,85820,85820
Pennsylvania,2026-01-31,281492.50032160623,2026,1,2026-01,10636866.0,6582805.0,61.9,6300804.0,59.2,282001.0,4.3,6.1025,75993,77545,77545
Illinois,2026-01-31,282902.1339372425,2026,1,2026-01,10268632.0,6560588.0,63.9,6241864.0,60.8,318724.0,4.9,6.1025,82666,83211,83211
Ohio,2026-01-31,240317.30364137315,2026,1,2026-01,9539011.0,5932491.0,62.2,5677718.0,59.5,254773.0,4.3,6.1025,69761,72212,72212
Georgia,2026-01-31,332065.98351988423,2026,1,2026-01,8957219.0,5445612.0,60.8,5252878.0,58.6,192734.0,3.5,6.1025,76825,79991,79991
North Carolina,2026-01-31,335595.1968307017,2026,1,2026-01,8980383.0,5313262.0,59.2,5109781.0,56.9,203481.0,3.8,6.1025,72884,73958,73958
Michigan,2026-01-31,257499.1173755506,2026,1,2026-01,8235881.0,4993041.0,60.6,4741315.0,57.6,251726.0,5.0,6.1025,71216,72389,72389
New Jersey,2026-01-31,564630.4076397329,2026,1,2026-01,7727588.0,4918065.0,63.6,4663409.0,60.3,254656.0,5.2,6.1025,102713,104294,104294
Virginia,2026-01-31,411283.63001789286,2026,1,2026-01,7077739.0,4518468.0,63.8,4353023.0,61.5,165445.0,3.7,6.1025,92573,92090,92090
Washington,2026-01-31,601978.1746352838,2026,1,2026-01,6491483.0,4065178.0,62.6,3860812.0,59.5,204366.0,5.0,6.1025,97384,99389,99389
Arizona,2026-01-31,423135.5200147026,2026,1,2026-01,6152773.0,3814207.0,62.0,3642816.0,59.2,171391.0,4.5,6.1025,79587,81486,81486
Massachusetts,2026-01-31,654682.4365864292,2026,1,2026-01,5932326.0,3926654.0,66.2,3740436.0,63.1,186218.0,4.7,6.1025,102792,104828,104828
Tennessee,2026-01-31,332442.77667313523,2026,1,2026-01,5857333.0,3541848.0,60.5,3416206.0,58.3,125642.0,3.5,6.1025,69618,71997,71997
Indiana,2026-01-31,252199.8495531032,2026,1,2026-01,5515242.0,3503632.0,63.5,3385247.0,61.4,118385.0,3.4,6.1025,71519,71959,71959
Maryland,2026-01-31,429159.47597669,2026,1,2026-01,5016571.0,3214709.0,64.1,3077676.0,61.4,137033.0,4.3,6.1025,101577,102905,102905
Missouri,2026-01-31,261310.5933858025,2026,1,2026-01,4994514.0,3177925.0,63.6,3054649.0,61.2,123276.0,3.9,6.1025,70558,71589,71589
Wisconsin,2026-01-31,326317.07088551734,2026,1,2026-01,4855312.0,3120773.0,64.3,3017372.0,62.1,103401.0,3.3,6.1025,76823,77488,77488
Colorado,2026-01-31,545073.3395301794,2026,1,2026-01,4863401.0,3248844.0,66.8,3122582.0,64.2,126262.0,3.9,6.1025,95641,97113,97113
Minnesota,2026-01-31,344593.8539789642,2026,1,2026-01,4662533.0,3177704.0,68.2,3038789.0,65.2,138915.0,4.4,6.1025,87586,87117,87117
South Carolina,2026-01-31,302513.7061047077,2026,1,2026-01,4508351.0,2646507.0,58.7,2516227.0,55.8,130280.0,4.9,6.1025,69796,72350,72350
Alabama,2026-01-31,234770.9665947969,2026,1,2026-01,4144892.0,2387649.0,57.6,2323588.0,56.1,64061.0,2.7,6.1025,64040,66659,66659
Louisiana,2026-01-31,209417.042624338,2026,1,2026-01,3606610.0,2112810.0,58.6,2022494.0,56.1,90316.0,4.3,6.1025,59940,60986,60986
Kentucky,2026-01-31,230917.68366862024,2026,1,2026-01,3640353.0,2114515.0,58.1,2024289.0,55.6,90226.0,4.3,6.1025,62914,64526,64526
Oregon,2026-01-31,499554.5810437528,2026,1,2026-01,3527225.0,2218013.0,62.9,2101830.0,59.6,116183.0,5.2,6.1025,82515,85220,85220
Oklahoma,2026-01-31,219063.10454827145,2026,1,2026-01,3213152.0,2018659.0,62.8,1940677.0,60.4,77982.0,3.9,6.1025,63963,66148,66148
Connecticut,2026-01-31,432907.56023277336,2026,1,2026-01,3025675.0,1931321.0,63.8,1844341.0,61.0,86980.0,4.5,6.1025,94358,96049,96049
Utah,2026-01-31,537470.9684673975,2026,1,2026-01,2730196.0,1844151.0,67.5,1774915.0,65.0,69236.0,3.8,6.1025,96166,96658,96658
Iowa,2026-01-31,229754.16594595453,2026,1,2026-01,2568614.0,1743781.0,67.9,1684660.0,65.6,59121.0,3.4,6.1025,73532,75501,75501
Nevada,2026-01-31,447492.1543435711,2026,1,2026-01,2664567.0,1694147.0,63.6,1604864.0,60.2,89283.0,5.3,6.1025,78608,81134,81134
Arkansas,2026-01-31,219842.2955010249,2026,1,2026-01,2456933.0,1451310.0,59.1,1387674.0,56.5,63636.0,4.4,6.1025,60425,62106,62106
Mississippi,2026-01-31,190099.1037711877,2026,1,2026-01,2326370.0,1293485.0,55.6,1246641.0,53.6,46844.0,3.6,6.1025,55796,59127,59127
Kansas,2026-01-31,243364.28095927197,2026,1,2026-01,2325627.0,1579476.0,67.9,1518114.0,65.3,61362.0,3.9,6.1025,72400,75514,75514
New Mexico,2026-01-31,314964.6725479897,2026,1,2026-01,1710461.0,985171.0,57.6,940852.0,55.0,44319.0,4.5,6.1025,64097,67816,67816
Nebraska,2026-01-31,274917.2448770471,2026,1,2026-01,1575248.0,1104502.0,70.1,1070971.0,68.0,33531.0,3.0,6.1025,76781,76376,76376
Idaho,2026-01-31,472541.5304460141,2026,1,2026-01,1606827.0,1009832.0,62.8,972737.0,60.5,37095.0,3.7,6.1025,77144,81166,81166
West Virginia,2026-01-31,172882.18382964292,2026,1,2026-01,1435154.0,782661.0,54.5,746368.0,52.0,36293.0,4.6,6.1025,57591,60798,60798
Hawaii,2026-01-31,831354.5284397149,2026,1,2026-01,1134142.0,688015.0,60.7,672729.0,59.3,15286.0,2.2,6.1025,98123,100745,100745
New Hampshire,2026-01-31,506146.8290168048,2026,1,2026-01,1189828.0,777427.0,65.3,752236.0,63.2,25191.0,3.2,6.1025,99683,99782,99782
Maine,2026-01-31,405313.7002903274,2026,1,2026-01,1187706.0,709079.0,59.7,685673.0,57.7,23406.0,3.3,6.1025,75899,76442,76442
Rhode Island,2026-01-31,496454.7453689568,2026,1,2026-01,928079.0,590994.0,63.7,564166.0,60.8,26828.0,4.5,6.1025,87469,83504,83504
Montana,2026-01-31,464006.01081028295,2026,1,2026-01,930411.0,579404.0,62.3,558275.0,60.0,21129.0,3.6,6.1025,72885,75340,75340
Delaware,2026-01-31,402078.4233271499,2026,1,2026-01,867321.0,516215.0,59.5,488292.0,56.3,27923.0,5.4,6.1025,83751,87534,87534
South Dakota,2026-01-31,314490.9350303046,2026,1,2026-01,726061.0,493454.0,68.0,482487.0,66.5,10967.0,2.2,6.1025,73920,76881,76881
North Dakota,2026-01-31,281055.06364550407,2026,1,2026-01,621224.0,434874.0,70.0,423608.0,68.2,11266.0,2.6,6.1025,78773,77871,77871
Alaska,2026-01-31,383899.7564955491,2026,1,2026-01,558167.0,368663.0,66.0,350941.0,62.9,17722.0,4.8,6.1025,89176,95665,95665
District of Columbia,2026-01-31,586048.2533153184,2026,1,2026-01,572361.0,407967.0,71.3,380778.0,66.5,27189.0,6.7,6.1025,111389,109707,109707
Vermont,2026-01-31,390320.52386716014,2026,1,2026-01,544390.0,345447.0,63.5,336196.0,61.8,9251.0,2.7,6.1025,83597,82730,82730
Wyoming,2026-01-31,361071.941445511,2026,1,2026-01,471141.0,288453.0,61.2,278209.0,59.1,10244.0,3.6,6.1025,74542,75532,75532
California,2026-02-28,775286.6363442246,2026,2,2026-02,31765841.0,19862185.0,62.5,18779837.0,59.1,1082348.0,5.4,6.0475,98328,100149,100149
Texas,2026-02-28,301244.07018271094,2026,2,2026-02,24667350.0,15955241.0,64.7,15267125.0,61.9,688116.0,4.3,6.0475,78006,79721,79721
Florida,2026-02-28,375565.2656046632,2026,2,2026-02,19306220.0,11124027.0,57.6,10624846.0,55.0,499181.0,4.5,6.0475,75465,77735,77735
New York,2026-02-28,505147.7956298666,2026,2,2026-02,16374466.0,10104683.0,61.7,9639310.0,58.9,465373.0,4.6,6.0475,84507,85820,85820
Pennsylvania,2026-02-28,282198.52389628225,2026,2,2026-02,10636866.0,6582805.0,61.9,6300804.0,59.2,282001.0,4.3,6.0475,75993,77545,77545
Illinois,2026-02-28,284502.918803102,2026,2,2026-02,10268632.0,6560588.0,63.9,6241864.0,60.8,318724.0,4.9,6.0475,82666,83211,83211
Ohio,2026-02-28,241283.55881188656,2026,2,2026-02,9539011.0,5932491.0,62.2,5677718.0,59.5,254773.0,4.3,6.0475,69761,72212,72212
Georgia,2026-02-28,332091.8830324285,2026,2,2026-02,8957219.0,5445612.0,60.8,5252878.0,58.6,192734.0,3.5,6.0475,76825,79991,79991
North Carolina,2026-02-28,335964.38936271146,2026,2,2026-02,8980383.0,5313262.0,59.2,5109781.0,56.9,203481.0,3.8,6.0475,72884,73958,73958
Michigan,2026-02-28,258842.22612324668,2026,2,2026-02,8235881.0,4993041.0,60.6,4741315.0,57.6,251726.0,5.0,6.0475,71216,72389,72389
New Jersey,2026-02-28,567000.0848991642,2026,2,2026-02,7727588.0,4918065.0,63.6,4663409.0,60.3,254656.0,5.2,6.0475,102713,104294,104294
Virginia,2026-02-28,411911.9542761643,2026,2,2026-02,7077739.0,4518468.0,63.8,4353023.0,61.5,165445.0,3.7,6.0475,92573,92090,92090
Washington,2026-02-28,602276.610527894,2026,2,2026-02,6491483.0,4065178.0,62.6,3860812.0,59.5,204366.0,5.0,6.0475,97384,99389,99389
Arizona,2026-02-28,423509.03915454826,2026,2,2026-02,6152773.0,3814207.0,62.0,3642816.0,59.2,171391.0,4.5,6.0475,79587,81486,81486
Massachusetts,2026-02-28,655957.1307775934,2026,2,2026-02,5932326.0,3926654.0,66.2,3740436.0,63.1,186218.0,4.7,6.0475,102792,104828,104828
Tennessee,2026-02-28,332966.87992790435,2026,2,2026-02,5857333.0,3541848.0,60.5,3416206.0,58.3,125642.0,3.5,6.0475,69618,71997,71997
Indiana,2026-02-28,253268.6713302542,2026,2,2026-02,5515242.0,3503632.0,63.5,3385247.0,61.4,118385.0,3.4,6.0475,71519,71959,71959
Maryland,2026-02-28,429430.5510571085,2026,2,2026-02,5016571.0,3214709.0,64.1,3077676.0,61.4,137033.0,4.3,6.0475,101577,102905,102905
Missouri,2026-02-28,262305.3533384681,2026,2,2026-02,4994514.0,3177925.0,63.6,3054649.0,61.2,123276.0,3.9,6.0475,70558,71589,71589
Wisconsin,2026-02-28,328502.83530766686,2026,2,2026-02,4855312.0,3120773.0,64.3,3017372.0,62.1,103401.0,3.3,6.0475,76823,77488,77488
Colorado,2026-02-28,543962.202613927,2026,2,2026-02,4863401.0,3248844.0,66.8,3122582.0,64.2,126262.0,3.9,6.0475,95641,97113,97113
Minnesota,2026-02-28,345931.2738461865,2026,2,2026-02,4662533.0,3177704.0,68.2,3038789.0,65.2,138915.0,4.4,6.0475,87586,87117,87117
South Carolina,2026-02-28,303340.3801173402,2026,2,2026-02,4508351.0,2646507.0,58.7,2516227.0,55.8,130280.0,4.9,6.0475,69796,72350,72350
Alabama,2026-02-28,235576.47824451872,2026,2,2026-02,4144892.0,2387649.0,57.6,2323588.0,56.1,64061.0,2.7,6.0475,64040,66659,66659
Louisiana,2026-02-28,210675.6034956844,2026,2,2026-02,3606610.0,2112810.0,58.6,2022494.0,56.1,90316.0,4.3,6.0475,59940,60986,60986
Kentucky,2026-02-28,231503.7495459659,2026,2,2026-02,3640353.0,2114515.0,58.1,2024289.0,55.6,90226.0,4.3,6.0475,62914,64526,64526
Oregon,2026-02-28,499693.5625325562,2026,2,2026-02,3527225.0,2218013.0,62.9,2101830.0,59.6,116183.0,5.2,6.0475,82515,85220,85220
Oklahoma,2026-02-28,219893.829855509,2026,2,2026-02,3213152.0,2018659.0,62.8,1940677.0,60.4,77982.0,3.9,6.0475,63963,66148,66148
Connecticut,2026-02-28,434666.79630029085,2026,2,2026-02,3025675.0,1931321.0,63.8,1844341.0,61.0,86980.0,4.5,6.0475,94358,96049,96049
Utah,2026-02-28,538478.4328338989,2026,2,2026-02,2730196.0,1844151.0,67.5,1774915.0,65.0,69236.0,3.8,6.0475,96166,96658,96658
Iowa,2026-02-28,230833.41333561903,2026,2,2026-02,2568614.0,1743781.0,67.9,1684660.0,65.6,59121.0,3.4,6.0475,73532,75501,75501
Nevada,2026-02-28,447382.9037670463,2026,2,2026-02,2664567.0,1694147.0,63.6,1604864.0,60.2,89283.0,5.3,6.0475,78608,81134,81134
Arkansas,2026-02-28,221041.2874332252,2026,2,2026-02,2456933.0,1451310.0,59.1,1387674.0,56.5,63636.0,4.4,6.0475,60425,62106,62106
Mississippi,2026-02-28,191571.7577228235,2026,2,2026-02,2326370.0,1293485.0,55.6,1246641.0,53.6,46844.0,3.6,6.0475,55796,59127,59127
Kansas,2026-02-28,244246.23797225728,2026,2,2026-02,2325627.0,1579476.0,67.9,1518114.0,65.3,61362.0,3.9,6.0475,72400,75514,75514
New Mexico,2026-02-28,315869.5182355723,2026,2,2026-02,1710461.0,985171.0,57.6,940852.0,55.0,44319.0,4.5,6.0475,64097,67816,67816
Nebraska,2026-02-28,275894.1360602989,2026,2,2026-02,1575248.0,1104502.0,70.1,1070971.0,68.0,33531.0,3.0,6.0475,76781,76376,76376
Idaho,2026-02-28,473668.65845278016,2026,2,2026-02,1606827.0,1009832.0,62.8,972737.0,60.5,37095.0,3.7,6.0475,77144,81166,81166
West Virginia,2026-02-28,173621.44603336,2026,2,2026-02,1435154.0,782661.0,54.5,746368.0,52.0,36293.0,4.6,6.0475,57591,60798,60798
Hawaii,2026-02-28,831892.7492254175,2026,2,2026-02,1134142.0,688015.0,60.7,672729.0,59.3,15286.0,2.2,6.0475,98123,100745,100745
New Hampshire,2026-02-28,506968.8353343664,2026,2,2026-02,1189828.0,777427.0,65.3,752236.0,63.2,25191.0,3.2,6.0475,99683,99782,99782
Maine,2026-02-28,406518.33955897694,2026,2,2026-02,1187706.0,709079.0,59.7,685673.0,57.7,23406.0,3.3,6.0475,75899,76442,76442
Rhode Island,2026-02-28,498058.359154384,2026,2,2026-02,928079.0,590994.0,63.7,564166.0,60.8,26828.0,4.5,6.0475,87469,83504,83504
Montana,2026-02-28,465560.9592748242,2026,2,2026-02,930411.0,579404.0,62.3,558275.0,60.0,21129.0,3.6,6.0475,72885,75340,75340
Delaware,2026-02-28,402474.42120298976,2026,2,2026-02,867321.0,516215.0,59.5,488292.0,56.3,27923.0,5.4,6.0475,83751,87534,87534
South Dakota,2026-02-28,316109.22953669744,2026,2,2026-02,726061.0,493454.0,68.0,482487.0,66.5,10967.0,2.2,6.0475,73920,76881,76881
North Dakota,2026-02-28,282872.3699578335,2026,2,2026-02,621224.0,434874.0,70.0,423608.0,68.2,11266.0,2.6,6.0475,78773,77871,77871
Alaska,2026-02-28,385696.636432244,2026,2,2026-02,558167.0,368663.0,66.0,350941.0,62.9,17722.0,4.8,6.0475,89176,95665,95665
District of Columbia,2026-02-28,585099.7537836813,2026,2,2026-02,572361.0,407967.0,71.3,380778.0,66.5,27189.0,6.7,6.0475,111389,109707,109707
Vermont,2026-02-28,391832.95362834,2026,2,2026-02,544390.0,345447.0,63.5,336196.0,61.8,9251.0,2.7,6.0475,83597,82730,82730
Wyoming,2026-02-28,362060.3074786565,2026,2,2026-02,471141.0,288453.0,61.2,278209.0,59.1,10244.0,3.6,6.0475,74542,75532,75532
