state,date,home_value,year,month,year_month,civilian_population,labor_force_total,labor_force_participation_rate,employment_total,employment_population_ratio,unemployment_total,unemployment_rate,mortgage_rate,income_2023,income_2024,median_household_income_lagged
South Carolina,2024-04-30,300948.34475292376,2024,4,2024-04,4368634.0,2549807.0,58.4,2449875.0,56.1,99932.0,3.9,6.9925,69796,72350,69796
Alabama,2024-04-30,230921.588507221,2024,4,2024-04,4088407.0,2350202.0,57.5,2282284.0,55.8,67918.0,2.9,6.9925,64040,66659,64040
Louisiana,2024-04-30,210952.2025457488,2024,4,2024-04,3585014.0,2084820.0,58.2,1999022.0,55.8,85798.0,4.1,6.9925,59940,60986,59940
Kentucky,2024-04-30,217734.01571329305,2024,4,2024-04,3595471.0,2085857.0,58.0,1986757.0,55.3,99100.0,4.8,6.9925,62914,64526,62914
Oregon,2024-04-30,496773.9628165313,2024,4,2024-04,3497822.0,2188533.0,62.6,2097094.0,60.0,91439.0,4.2,6.9925,82515,85220,82515
Oklahoma,2024-04-30,210336.6094958344,2024,4,2024-04,3160642.0,1994846.0,63.1,1929984.0,61.1,64862.0,3.3,6.9925,63963,66148,63963
Connecticut,2024-04-30,400197.4946969359,2024,4,2024-04,2995311.0,1927691.0,64.4,1866345.0,62.3,61346.0,3.2,6.9925,94358,96049,94358
Utah,2024-04-30,517942.1629140186,2024,4,2024-04,2649095.0,1821796.0,68.8,1763173.0,66.6,58623.0,3.2,6.9925,96166,96658,96166
Iowa,2024-04-30,215042.66674437872,2024,4,2024-04,2545426.0,1704384.0,67.0,1655203.0,65.0,49181.0,2.9,6.9925,73532,75501,73532
Nevada,2024-04-30,440222.5976520735,2024,4,2024-04,2604769.0,1634683.0,62.8,1547197.0,59.4,87486.0,5.4,6.9925,78608,81134,78608
Arkansas,2024-04-30,211404.58022640485,2024,4,2024-04,2420625.0,1406254.0,58.1,1358240.0,56.1,48014.0,3.4,6.9925,60425,62106,60425
Mississippi,2024-04-30,186622.5461584566,2024,4,2024-04,2308908.0,1263512.0,54.7,1227646.0,53.2,35866.0,2.8,6.9925,55796,59127,55796
Kansas,2024-04-30,226378.8088974076,2024,4,2024-04,2295664.0,1541458.0,67.1,1489263.0,64.9,52195.0,3.4,6.9925,72400,75514,72400
New Mexico,2024-04-30,305106.835022457,2024,4,2024-04,1698793.0,979452.0,57.7,940275.0,55.3,39177.0,4.0,6.9925,64097,67816,64097
Nebraska,2024-04-30,260437.01170929777,2024,4,2024-04,1550138.0,1073087.0,69.2,1044897.0,67.4,28190.0,2.6,6.9925,76781,76376,76781
Idaho,2024-04-30,458575.1649117619,2024,4,2024-04,1554617.0,992304.0,63.8,957222.0,61.6,35082.0,3.5,6.9925,77144,81166,77144
West Virginia,2024-04-30,164164.15898343243,2024,4,2024-04,1432058.0,792300.0,55.3,759704.0,53.0,32596.0,4.1,6.9925,57591,60798,57591
Hawaii,2024-04-30,843655.4508094223,2024,4,2024-04,1132555.0,680196.0,60.1,661294.0,58.4,18902.0,2.8,6.9925,98123,100745,98123
New Hampshire,2024-04-30,473486.63802010816,2024,4,2024-04,1174475.0,769086.0,65.5,750477.0,63.9,18609.0,2.4,6.9925,99683,99782,99683
Maine,2024-04-30,396683.7985130237,2024,4,2024-04,1174480.0,704564.0,60.0,684547.0,58.3,20017.0,2.8,6.9925,75899,76442,75899
Rhode Island,2024-04-30,459290.91610368463,2024,4,2024-04,917991.0,593992.0,64.7,569577.0,62.0,24415.0,4.1,6.9925,87469,83504,87469
Montana,2024-04-30,450582.6258054609,2024,4,2024-04,914630.0,577398.0,63.1,559870.0,61.2,17528.0,3.0,6.9925,72885,75340,72885
Delaware,2024-04-30,387853.4186346459,2024,4,2024-04,848213.0,509862.0,60.1,490045.0,57.8,19817.0,3.9,6.9925,83751,87534,83751
South Dakota,2024-04-30,300786.9272097159,2024,4,2024-04,711195.0,483308.0,68.0,474785.0,66.8,8523.0,1.8,6.9925,73920,76881,73920
North Dakota,2024-04-30,257644.4518609693,2024,4,2024-04,611251.0,422930.0,69.2,413108.0,67.6,9822.0,2.3,6.9925,78773,77871,78773
Alaska,2024-04-30,362712.6533422161,2024,4,2024-04,553018.0,359345.0,65.0,343184.0,62.1,16161.0,4.5,6.9925,89176,95665,89176
District of Columbia,2024-04-30,616390.0528392488,2024,4,2024-04,567313.0,413275.0,72.8,391845.0,69.1,21430.0,5.2,6.9925,111389,109707,111389
Vermont,2024-04-30,394577.20958455774,2024,4,2024-04,544075.0,353587.0,65.0,346005.0,63.6,7582.0,2.1,6.9925,83597,82730,83597
Wyoming,2024-04-30,340109.7023670268,2024,4,2024-04,464221.0,292361.0,63.0,283601.0,61.1,8760.0,3.0,6.9925,74542,75532,74542
California,2024-05-31,776192.0668368982,2024,5,2024-05,31624939.0,19673274.0,62.2,18641310.0,58.9,1031964.0,5.2,7.06,98328,100149,98328
Texas,2024-05-31,311229.0927381329,2024,5,2024-05,24055215.0,15590962.0,64.8,14951444.0,62.2,639518.0,4.1,7.06,78006,79721,78006
Florida,2024-05-31,402785.5923715116,2024,5,2024-05,18982767.0,11122051.0,58.6,10753887.0,56.7,368164.0,3.3,7.06,75465,77735,75465
New York,2024-05-31,464202.83676631545,2024,5,2024-05,16308322.0,9927285.0,60.9,9509659.0,58.3,417626.0,4.2,7.06,84507,85820,84507
Pennsylvania,2024-05-31,268686.16454897326,2024,5,2024-05,10584933.0,6589474.0,62.3,6342462.0,59.9,247012.0,3.7,7.06,75993,77545,75993
Illinois,2024-05-31,263452.3531166779,2024,5,2024-05,10204031.0,6643662.0,65.1,6303352.0,61.8,340310.0,5.1,7.06,82666,83211,82666
Ohio,2024-05-31,225719.74910343043,2024,5,2024-05,9455887.0,5922108.0,62.6,5668110.0,59.9,253998.0,4.3,7.06,69761,72212,69761
Georgia,2024-05-31,339078.0937991889,2024,5,2024-05,8784662.0,5429535.0,61.8,5242266.0,59.7,187269.0,3.4,7.06,76825,79991,76825
North Carolina,2024-05-31,336615.55266852904,2024,5,2024-05,8755993.0,5300022.0,60.5,5107755.0,58.3,192267.0,3.6,7.06,72884,73958,72884
Michigan,2024-05-31,243257.78745554975,2024,5,2024-05,8165978.0,5059075.0,62.0,4828944.0,59.1,230131.0,4.5,7.06,71216,72389,71216
New Jersey,2024-05-31,526683.3230402527,2024,5,2024-05,7648035.0,4905629.0,64.1,4679875.0,61.2,225754.0,4.6,7.06,102713,104294,102713
Virginia,2024-05-31,395190.18249369273,2024,5,2024-05,6966824.0,4552841.0,65.4,4424285.0,63.5,128556.0,2.8,7.06,92573,92090,92573
Washington,2024-05-31,592822.761228826,2024,5,2024-05,6366766.0,4044596.0,63.5,3859779.0,60.6,184817.0,4.6,7.06,97384,99389,97384
Arizona,2024-05-31,438190.54136414686,2024,5,2024-05,6029631.0,3732625.0,61.9,3601082.0,59.7,131543.0,3.5,7.06,79587,81486,79587
Massachusetts,2024-05-31,628396.7836221711,2024,5,2024-05,5897007.0,3920289.0,66.5,3765106.0,63.8,155183.0,4.0,7.06,102792,104828,102792
Tennessee,2024-05-31,330989.64057348104,2024,5,2024-05,5755290.0,3451411.0,60.0,3338461.0,58.0,112950.0,3.3,7.06,69618,71997,69618
Indiana,2024-05-31,239285.08746810263,2024,5,2024-05,5445887.0,3463227.0,63.6,3322839.0,61.0,140388.0,4.1,7.06,71519,71959,71519
Maryland,2024-05-31,421382.9552430101,2024,5,2024-05,4970256.0,3240926.0,65.2,3139679.0,63.2,101247.0,3.1,7.06,101577,102905,101577
Missouri,2024-05-31,249598.56631419904,2024,5,2024-05,4941102.0,3141943.0,63.6,3024646.0,61.2,117297.0,3.7,7.06,70558,71589,70558
Wisconsin,2024-05-31,301960.0644649169,2024,5,2024-05,4808352.0,3143322.0,65.4,3049623.0,63.4,93699.0,3.0,7.06,76823,77488,76823
Colorado,2024-05-31,555602.4512520321,2024,5,2024-05,4809651.0,3264467.0,67.9,3132076.0,65.1,132391.0,4.1,7.06,95641,97113,95641
Minnesota,2024-05-31,330856.2535302525,2024,5,2024-05,4597911.0,3133745.0,68.2,3035896.0,66.0,97849.0,3.1,7.06,87586,87117,87586
South Carolina,2024-05-31,302172.00946130586,2024,5,2024-05,4376953.0,2558925.0,58.5,2453339.0,56.1,105586.0,4.1,7.06,69796,72350,69796
Alabama,2024-05-31,232222.3321749782,2024,5,2024-05,4092050.0,2353106.0,57.5,2284687.0,55.8,68419.0,2.9,7.06,64040,66659,64040
Louisiana,2024-05-31,211531.91217591375,2024,5,2024-05,3586815.0,2086574.0,58.2,2000078.0,55.8,86496.0,4.1,7.06,59940,60986,59940
Kentucky,2024-05-31,219431.00811571247,2024,5,2024-05,3598621.0,2090981.0,58.1,1990355.0,55.3,100626.0,4.8,7.06,62914,64526,62914
Oregon,2024-05-31,497700.2233331285,2024,5,2024-05,3499811.0,2190845.0,62.6,2099030.0,60.0,91815.0,4.2,7.06,82515,85220,82515
Oklahoma,2024-05-31,211177.4731174541,2024,5,2024-05,3163991.0,1996551.0,63.1,1931949.0,61.1,64602.0,3.2,7.06,63963,66148,63963
Connecticut,2024-05-31,403323.5159279558,2024,5,2024-05,2998008.0,1930318.0,64.4,1868510.0,62.3,61808.0,3.2,7.06,94358,96049,94358
Utah,2024-05-31,518812.0594394815,2024,5,2024-05,2654296.0,1825022.0,68.8,1764939.0,66.5,60083.0,3.3,7.06,96166,96658,96166
Iowa,2024-05-31,216601.7597746078,2024,5,2024-05,2547133.0,1707124.0,67.0,1656171.0,65.0,50953.0,3.0,7.06,73532,75501,73532
Nevada,2024-05-31,442812.4014183449,2024,5,2024-05,2608741.0,1638289.0,62.8,1549773.0,59.4,88516.0,5.4,7.06,78608,81134,78608
Arkansas,2024-05-31,212747.90115324568,2024,5,2024-05,2422949.0,1409402.0,58.2,1361114.0,56.2,48288.0,3.4,7.06,60425,62106,60425
Mississippi,2024-05-31,187736.2293680975,2024,5,2024-05,2310310.0,1268165.0,54.9,1231185.0,53.3,36980.0,2.9,7.06,55796,59127,55796
Kansas,2024-05-31,228121.69659808476,2024,5,2024-05,2297472.0,1544960.0,67.2,1491054.0,64.9,53906.0,3.5,7.06,72400,75514,72400
New Mexico,2024-05-31,306603.6051975657,2024,5,2024-05,1699930.0,980744.0,57.7,940587.0,55.3,40157.0,4.1,7.06,64097,67816,64097
Nebraska,2024-05-31,261502.21288957272,2024,5,2024-05,1551720.0,1074985.0,69.3,1046244.0,67.4,28741.0,2.7,7.06,76781,76376,76781
Idaho,2024-05-31,459899.87252181256,2024,5,2024-05,1557345.0,994993.0,63.9,959452.0,61.6,35541.0,3.6,7.06,77144,81166,77144
West Virginia,2024-05-31,165759.07800820546,2024,5,2024-05,1432225.0,791963.0,55.3,759567.0,53.0,32396.0,4.1,7.06,57591,60798,57591
Hawaii,2024-05-31,848429.0837913764,2024,5,2024-05,1132856.0,681401.0,60.1,662460.0,58.5,18941.0,2.8,7.06,98123,100745,98123
New Hampshire,2024-05-31,477282.298492985,2024,5,2024-05,1175280.0,770110.0,65.5,751025.0,63.9,19085.0,2.5,7.06,99683,99782,99683
Maine,2024-05-31,398921.9004147221,2024,5,2024-05,1175239.0,706070.0,60.1,685704.0,58.3,20366.0,2.9,7.06,75899,76442,75899
Rhode Island,2024-05-31,463547.3976012636,2024,5,2024-05,918865.0,594534.0,64.7,569461.0,62.0,25073.0,4.2,7.06,87469,83504,87469
Montana,2024-05-31,451441.8729261365,2024,5,2024-05,915422.0,578566.0,63.2,560954.0,61.3,17612.0,3.0,7.06,72885,75340,72885
Delaware,2024-05-31,389294.60577026353,2024,5,2024-05,849444.0,510213.0,60.1,490169.0,57.7,20044.0,3.9,7.06,83751,87534,83751
South Dakota,2024-05-31,301949.0548193927,2024,5,2024-05,712074.0,484090.0,68.0,475414.0,66.8,8676.0,1.8,7.06,73920,76881,73920
North Dakota,2024-05-31,259146.55505745125,2024,5,2024-05,611845.0,423915.0,69.3,413818.0,67.6,10097.0,2.4,7.06,78773,77871,78773
Alaska,2024-05-31,363603.6363164138,2024,5,2024-05,553442.0,359970.0,65.0,343720.0,62.1,16250.0,4.5,7.06,89176,95665,89176
District of Columbia,2024-05-31,615553.9407247313,2024,5,2024-05,567937.0,413259.0,72.8,391569.0,68.9,21690.0,5.2,7.06,111389,109707,111389
Vermont,2024-05-31,396834.0665116173,2024,5,2024-05,544174.0,353797.0,65.0,345984.0,63.6,7813.0,2.2,7.06,83597,82730,83597
Wyoming,2024-05-31,341446.2867058147,2024,5,2024-05,464603.0,292521.0,63.0,283564.0,61.0,8957.0,3.1,7.06,74542,75532,74542
California,2024-06-30,778700.6413102314,2024,6,2024-06,31648491.0,19703210.0,62.3,18658338.0,59.0,1044872.0,5.3,6.9175,98328,100149,98328
Texas,2024-06-30,310991.0747138046,2024,6,2024-06,24101005.0,15630973.0,64.9,14984075.0,62.2,646898.0,4.1,6.9175,78006,79721,78006
Florida,2024-06-30,401989.5565292493,2024,6,2024-06,19010321.0,11127717.0,58.5,10753302.0,56.6,374415.0,3.4,6.9175,75465,77735,75465
New York,2024-06-30,466888.556070911,2024,6,2024-06,16325847.0,9937299.0,60.9,9517357.0,58.3,419942.0,4.2,6.9175,84507,85820,84507
Pennsylvania,2024-06-30,269585.2625000716,2024,6,2024-06,10589815.0,6581371.0,62.1,6332788.0,59.8,248583.0,3.8,6.9175,75993,77545,75993
Illinois,2024-06-30,264576.3274553737,2024,6,2024-06,10212089.0,6652901.0,65.1,6310724.0,61.8,342177.0,5.1,6.9175,82666,83211,82666
Ohio,2024-06-30,226949.85154045,2024,6,2024-06,9461765.0,5932666.0,62.7,5674693.0,60.0,257973.0,4.3,6.9175,69761,72212,69761
Georgia,2024-06-30,339696.1084807098,2024,6,2024-06,8796855.0,5433380.0,61.8,5243343.0,59.6,190037.0,3.5,6.9175,76825,79991,76825
North Carolina,2024-06-30,337304.0105216867,2024,6,2024-06,8769724.0,5301411.0,60.5,5107962.0,58.2,193449.0,3.6,6.9175,72884,73958,72884
Michigan,2024-06-30,244219.28278618268,2024,6,2024-06,8170939.0,5065022.0,62.0,4826246.0,59.1,238776.0,4.7,6.9175,71216,72389,71216
New Jersey,2024-06-30,529679.100047887,2024,6,2024-06,7657068.0,4908702.0,64.1,4681207.0,61.1,227495.0,4.6,6.9175,102713,104294,102713
Virginia,2024-06-30,396738.0154949675,2024,6,2024-06,6974259.0,4553133.0,65.3,4422477.0,63.4,130656.0,2.9,6.9175,92573,92090,92573
Washington,2024-06-30,594179.661146885,2024,6,2024-06,6374833.0,4046264.0,63.5,3861817.0,60.6,184447.0,4.6,6.9175,97384,99389,97384
Arizona,2024-06-30,438452.5016034005,2024,6,2024-06,6038872.0,3738461.0,61.9,3603334.0,59.7,135127.0,3.6,6.9175,79587,81486,79587
Massachusetts,2024-06-30,631168.6168843203,2024,6,2024-06,5902817.0,3926808.0,66.5,3769087.0,63.9,157721.0,4.0,6.9175,102792,104828,102792
Tennessee,2024-06-30,332009.6253449448,2024,6,2024-06,5762833.0,3458781.0,60.0,3343127.0,58.0,115654.0,3.3,6.9175,69618,71997,69618
Indiana,2024-06-30,240142.29415442844,2024,6,2024-06,5450925.0,3472328.0,63.7,3329594.0,61.1,142734.0,4.1,6.9175,71519,71959,71519
Maryland,2024-06-30,422046.5377878795,2024,6,2024-06,4973979.0,3243030.0,65.2,3139429.0,63.1,103601.0,3.2,6.9175,101577,102905,101577
Missouri,2024-06-30,250220.14200877896,2024,6,2024-06,4945010.0,3146518.0,63.6,3027986.0,61.2,118532.0,3.8,6.9175,70558,71589,70558
Wisconsin,2024-06-30,303526.56587864325,2024,6,2024-06,4811813.0,3144858.0,65.4,3050916.0,63.4,93942.0,3.0,6.9175,76823,77488,76823
Colorado,2024-06-30,555407.4163678541,2024,6,2024-06,4816330.0,3268553.0,67.9,3133393.0,65.1,135160.0,4.1,6.9175,95641,97113,95641
Minnesota,2024-06-30,330684.38880650577,2024,6,2024-06,4602509.0,3137807.0,68.2,3037803.0,66.0,100004.0,3.2,6.9175,87586,87117,87586
South Carolina,2024-06-30,302787.69767292164,2024,6,2024-06,4385084.0,2567402.0,58.5,2456786.0,56.0,110616.0,4.3,6.9175,69796,72350,69796
Alabama,2024-06-30,232770.44287526596,2024,6,2024-06,4095815.0,2356478.0,57.5,2287236.0,55.8,69242.0,2.9,6.9175,64040,66659,64040
Louisiana,2024-06-30,211438.21217629057,2024,6,2024-06,3588636.0,2088698.0,58.2,2000658.0,55.7,88040.0,4.2,6.9175,59940,60986,59940
Kentucky,2024-06-30,220657.6627327561,2024,6,2024-06,3601839.0,2096009.0,58.2,1994074.0,55.4,101935.0,4.9,6.9175,62914,64526,62914
Oregon,2024-06-30,497791.1515260757,2024,6,2024-06,3501965.0,2192807.0,62.6,2100450.0,60.0,92357.0,4.2,6.9175,82515,85220,82515
Oklahoma,2024-06-30,211685.19729853905,2024,6,2024-06,3167380.0,1998141.0,63.1,1933835.0,61.1,64306.0,3.2,6.9175,63963,66148,63963
Connecticut,2024-06-30,405238.7783043471,2024,6,2024-06,3000883.0,1932464.0,64.4,1869853.0,62.3,62611.0,3.2,6.9175,94358,96049,94358
Utah,2024-06-30,518469.9391156716,2024,6,2024-06,2659600.0,1827812.0,68.7,1766595.0,66.4,61217.0,3.3,6.9175,96166,96658,96166
Iowa,2024-06-30,217478.39184756507,2024,6,2024-06,2548906.0,1709383.0,67.1,1656408.0,65.0,52975.0,3.1,6.9175,73532,75501,73532
Nevada,2024-06-30,444946.9529835892,2024,6,2024-06,2612760.0,1641526.0,62.8,1552263.0,59.4,89263.0,5.4,6.9175,78608,81134,78608
Arkansas,2024-06-30,213608.93246351375,2024,6,2024-06,2425348.0,1412275.0,58.2,1363669.0,56.2,48606.0,3.4,6.9175,60425,62106,60425
Mississippi,2024-06-30,187999.205454976,2024,6,2024-06,2311758.0,1272868.0,55.1,1234357.0,53.4,38511.0,3.0,6.9175,55796,59127,55796
Kansas,2024-06-30,229460.74708618192,2024,6,2024-06,2299298.0,1548236.0,67.3,1493023.0,64.9,55213.0,3.6,6.9175,72400,75514,72400
New Mexico,2024-06-30,307068.11597983213,2024,6,2024-06,1701056.0,981879.0,57.7,940889.0,55.3,40990.0,4.2,6.9175,64097,67816,64097
Nebraska,2024-06-30,261899.5692374712,2024,6,2024-06,1553348.0,1077036.0,69.3,1047761.0,67.5,29275.0,2.7,6.9175,76781,76376,76781
Idaho,2024-06-30,460228.05442770553,2024,6,2024-06,1560147.0,997430.0,63.9,961565.0,61.6,35865.0,3.6,6.9175,77144,81166,77144
West Virginia,2024-06-30,166896.59818372756,2024,6,2024-06,1432458.0,791357.0,55.2,759151.0,53.0,32206.0,4.1,6.9175,57591,60798,57591
Hawaii,2024-06-30,849407.3578499822,2024,6,2024-06,1132972.0,682514.0,60.2,663493.0,58.6,19021.0,2.8,6.9175,98123,100745,98123
New Hampshire,2024-06-30,479634.8597468843,2024,6,2024-06,1176103.0,770962.0,65.6,751452.0,63.9,19510.0,2.5,6.9175,99683,99782,99683
Maine,2024-06-30,399713.70057805,2024,6,2024-06,1176027.0,707413.0,60.2,686616.0,58.4,20797.0,2.9,6.9175,75899,76442,75899
Rhode Island,2024-06-30,466676.631520161,2024,6,2024-06,919789.0,594706.0,64.7,569067.0,61.9,25639.0,4.3,6.9175,87469,83504,87469
Montana,2024-06-30,451419.4626868141,2024,6,2024-06,916219.0,579439.0,63.2,561765.0,61.3,17674.0,3.1,6.9175,72885,75340,72885
Delaware,2024-06-30,389566.892913609,2024,6,2024-06,850673.0,510608.0,60.0,490414.0,57.7,20194.0,4.0,6.9175,83751,87534,83751
South Dakota,2024-06-30,302238.33078088873,2024,6,2024-06,712909.0,484900.0,68.0,476093.0,66.8,8807.0,1.8,6.9175,73920,76881,73920
North Dakota,2024-06-30,260337.17237992916,2024,6,2024-06,612402.0,424862.0,69.4,414533.0,67.7,10329.0,2.4,6.9175,78773,77871,78773
Alaska,2024-06-30,364167.4073153077,2024,6,2024-06,553645.0,360554.0,65.1,344196.0,62.2,16358.0,4.5,6.9175,89176,95665,89176
District of Columbia,2024-06-30,612453.8790131317,2024,6,2024-06,568574.0,413193.0,72.7,391264.0,68.8,21929.0,5.3,6.9175,111389,109707,111389
Vermont,2024-06-30,398266.774419581,2024,6,2024-06,544288.0,353904.0,65.0,345851.0,63.5,8053.0,2.3,6.9175,83597,82730,83597
Wyoming,2024-06-30,342189.09128980373,2024,6,2024-06,464948.0,292613.0,62.9,283485.0,61.0,9128.0,3.1,6.9175,74542,75532,74542
California,2024-07-31,780726.4380700677,2024,7,2024-07,31671767.0,19725484.0,62.3,18668685.0,58.9,1056799.0,5.4,6.8475,98328,100149,98328
Texas,2024-07-31,310415.0166184472,2024,7,2024-07,24146601.0,15665161.0,64.9,15011188.0,62.2,653973.0,4.2,6.8475,78006,79721,78006
Florida,2024-07-31,400919.535166437,2024,7,2024-07,19037860.0,11128004.0,58.5,10748045.0,56.5,379959.0,3.4,6.8475,75465,77735,75465
New York,2024-07-31,469399.5403057194,2024,7,2024-07,16343325.0,9942561.0,60.8,9522427.0,58.3,420134.0,4.2,6.8475,84507,85820,84507
Pennsylvania,2024-07-31,269928.1664366152,2024,7,2024-07,10594608.0,6571138.0,62.0,6321005.0,59.7,250133.0,3.8,6.8475,75993,77545,75993
Illinois,2024-07-31,265220.441382326,2024,7,2024-07,10219577.0,6657256.0,65.1,6315608.0,61.8,341648.0,5.1,6.8475,82666,83211,82666
Ohio,2024-07-31,227768.48763850649,2024,7,2024-07,9467610.0,5941030.0,62.8,5679934.0,60.0,261096.0,4.4,6.8475,69761,72212,69761
Georgia,2024-07-31,339925.7610269319,2024,7,2024-07,8808585.0,5434127.0,61.7,5242704.0,59.5,191423.0,3.5,6.8475,76825,79991,76825
North Carolina,2024-07-31,337454.89227518457,2024,7,2024-07,8783972.0,5300665.0,60.3,5106269.0,58.1,194396.0,3.7,6.8475,72884,73958,72884
Michigan,2024-07-31,244520.9135112117,2024,7,2024-07,8175871.0,5068756.0,62.0,4822947.0,59.0,245809.0,4.8,6.8475,71216,72389,71216
New Jersey,2024-07-31,532291.1105858329,2024,7,2024-07,7666042.0,4908756.0,64.0,4680124.0,61.1,228632.0,4.7,6.8475,102713,104294,102713
Virginia,2024-07-31,397669.9218028348,2024,7,2024-07,6981846.0,4552811.0,65.2,4419825.0,63.3,132986.0,2.9,6.8475,92573,92090,92573
Washington,2024-07-31,594734.6495878061,2024,7,2024-07,6383149.0,4045255.0,63.4,3861720.0,60.5,183535.0,4.5,6.8475,97384,99389,97384
Arizona,2024-07-31,438077.3112032186,2024,7,2024-07,6048147.0,3743709.0,61.9,3604686.0,59.6,139023.0,3.7,6.8475,79587,81486,79587
Massachusetts,2024-07-31,633118.1995465091,2024,7,2024-07,5908634.0,3930779.0,66.5,3770797.0,63.8,159982.0,4.1,6.8475,102792,104828,102792
Tennessee,2024-07-31,332404.1062968176,2024,7,2024-07,5770457.0,3464192.0,60.0,3345835.0,58.0,118357.0,3.4,6.8475,69618,71997,69618
Indiana,2024-07-31,240560.14354153024,2024,7,2024-07,5455908.0,3479960.0,63.8,3335624.0,61.1,144336.0,4.1,6.8475,71519,71959,71519
Maryland,2024-07-31,421795.80869490886,2024,7,2024-07,4977777.0,3245097.0,65.2,3139125.0,63.1,105972.0,3.3,6.8475,101577,102905,101577
Missouri,2024-07-31,250704.16175718795,2024,7,2024-07,4948735.0,3149358.0,63.6,3030515.0,61.2,118843.0,3.8,6.8475,70558,71589,70558
Wisconsin,2024-07-31,304404.58124842244,2024,7,2024-07,4815249.0,3145758.0,65.3,3051744.0,63.4,94014.0,3.0,6.8475,76823,77488,76823
Colorado,2024-07-31,555100.8809943201,2024,7,2024-07,4823256.0,3271217.0,67.8,3133305.0,65.0,137912.0,4.2,6.8475,95641,97113,95641
Minnesota,2024-07-31,330334.2168502204,2024,7,2024-07,4607054.0,3141098.0,68.2,3039484.0,66.0,101614.0,3.2,6.8475,87586,87117,87586
South Carolina,2024-07-31,303060.6744915109,2024,7,2024-07,4392927.0,2573791.0,58.6,2459593.0,56.0,114198.0,4.4,6.8475,69796,72350,69796
Alabama,2024-07-31,232846.53373258456,2024,7,2024-07,4099510.0,2360530.0,57.6,2290122.0,55.9,70408.0,3.0,6.8475,64040,66659,64040
Louisiana,2024-07-31,210882.42909761937,2024,7,2024-07,3590556.0,2090335.0,58.2,2000118.0,55.7,90217.0,4.3,6.8475,59940,60986,59940
Kentucky,2024-07-31,221167.3691348688,2024,7,2024-07,3605065.0,2100537.0,58.3,1997591.0,55.4,102946.0,4.9,6.8475,62914,64526,62914
Oregon,2024-07-31,497873.16374577984,2024,7,2024-07,3504092.0,2193934.0,62.6,2100731.0,60.0,93203.0,4.2,6.8475,82515,85220,82515
Oklahoma,2024-07-31,211915.3932689849,2024,7,2024-07,3170663.0,1999324.0,63.1,1935348.0,61.0,63976.0,3.2,6.8475,63963,66148,63963
Connecticut,2024-07-31,406760.3160126098,2024,7,2024-07,3003744.0,1934186.0,64.4,1870606.0,62.3,63580.0,3.3,6.8475,94358,96049,94358
Utah,2024-07-31,517570.8831487314,2024,7,2024-07,2664943.0,1829745.0,68.7,1767814.0,66.3,61931.0,3.4,6.8475,96166,96658,96166
Iowa,2024-07-31,217742.3031837526,2024,7,2024-07,2550736.0,1710631.0,67.1,1655564.0,64.9,55067.0,3.2,6.8475,73532,75501,73532
Nevada,2024-07-31,446721.8425462732,2024,7,2024-07,2616840.0,1644095.0,62.8,1554335.0,59.4,89760.0,5.5,6.8475,78608,81134,78608
Arkansas,2024-07-31,214052.20195000272,2024,7,2024-07,2427731.0,1414569.0,58.3,1365550.0,56.2,49019.0,3.5,6.8475,60425,62106,60425
Mississippi,2024-07-31,187592.8064247669,2024,7,2024-07,2313145.0,1277235.0,55.2,1236814.0,53.5,40421.0,3.2,6.8475,55796,59127,55796
Kansas,2024-07-31,230597.41714342745,2024,7,2024-07,2301196.0,1551110.0,67.4,1494833.0,65.0,56277.0,3.6,6.8475,72400,75514,72400
New Mexico,2024-07-31,307203.0056672223,2024,7,2024-07,1702254.0,982694.0,57.7,941128.0,55.3,41566.0,4.2,6.8475,64097,67816,64097
Nebraska,2024-07-31,262094.9950582313,2024,7,2024-07,1554963.0,1078999.0,69.4,1049247.0,67.5,29752.0,2.8,6.8475,76781,76376,76781
Idaho,2024-07-31,460451.594838409,2024,7,2024-07,1562909.0,999252.0,63.9,963168.0,61.6,36084.0,3.6,6.8475,77144,81166,77144
West Virginia,2024-07-31,167851.76174313293,2024,7,2024-07,1432680.0,790414.0,55.2,758383.0,52.9,32031.0,4.1,6.8475,57591,60798,57591
Hawaii,2024-07-31,848521.5437064008,2024,7,2024-07,1133264.0,683378.0,60.3,664280.0,58.6,19098.0,2.8,6.8475,98123,100745,98123
New Hampshire,2024-07-31,481080.52047844586,2024,7,2024-07,1176970.0,771573.0,65.6,751665.0,63.9,19908.0,2.6,6.8475,99683,99782,99683
Maine,2024-07-31,399888.8604386623,2024,7,2024-07,1176842.0,708382.0,60.2,687110.0,58.4,21272.0,3.0,6.8475,75899,76442,75899
Rhode Island,2024-07-31,469486.69115852966,2024,7,2024-07,920716.0,594565.0,64.6,568474.0,61.7,26091.0,4.4,6.8475,87469,83504,87469
Montana,2024-07-31,451280.3838789584,2024,7,2024-07,917059.0,579661.0,63.2,562014.0,61.3,17647.0,3.0,6.8475,72885,75340,72885
Delaware,2024-07-31,389150.50754034944,2024,7,2024-07,851923.0,510948.0,60.0,490720.0,57.6,20228.0,4.0,6.8475,83751,87534,83751
South Dakota,2024-07-31,302182.7568772216,2024,7,2024-07,713787.0,485620.0,68.0,476706.0,66.8,8914.0,1.8,6.8475,73920,76881,73920
